127.0.0.1 - - [04/Jul/2016:11:06:42 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:48 +0530] "GET /ShopingCartFrontEnd/ HTTP/1.1" 200 14116
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/logo4.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 7882
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/vector.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 148762
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/chromo.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/images3.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 9960
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:49 +0530] "GET /ShopingCartFrontEnd/resources/images/Sign.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 4292
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/th.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 130050
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/Lospennato1.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 1129388
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/a.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 4095
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/pnr.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 60518
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/rrr.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 65973
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/eee.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 50311
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature1.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 39251
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature2.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 30746
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature3.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 23502
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature4.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 24626
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature5.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 32623
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature6.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 25244
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature7.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 42302
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:50 +0530] "GET /ShopingCartFrontEnd/resources/images/feature8.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 26031
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature9.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 20918
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature10.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 29857
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature11.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 27250
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature12.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 35754
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature13.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 27634
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature15.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 30899
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/feature14.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 44071
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/HT.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 40101
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:51 +0530] "GET /ShopingCartFrontEnd/resources/images/retail.png;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 200 76272
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:53 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg;jsessionid=7DBC0FD229839E44C578197521A51242 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:57 +0530] "GET /ShopingCartFrontEnd/login.jsp HTTP/1.1" 200 4066
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:57 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:57 +0530] "GET /ShopingCartFrontEnd/resources/images/logo4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:57 +0530] "GET /ShopingCartFrontEnd/resources/images/vector.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:06:58 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:07:11 +0530] "POST /ShopingCartFrontEnd/isValidUser HTTP/1.1" 200 434
0:0:0:0:0:0:0:1 - - [04/Jul/2016:11:07:15 +0530] "GET /ShopingCartFrontEnd/products HTTP/1.1" 200 3528
