127.0.0.1 - - [07/Jul/2016:09:50:42 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:47 +0530] "GET /ShopingCartFrontEnd/ HTTP/1.1" 200 14116
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:48 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:48 +0530] "GET /ShopingCartFrontEnd/resources/images/logo4.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 7882
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:48 +0530] "GET /ShopingCartFrontEnd/resources/images/vector.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 148762
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:48 +0530] "GET /ShopingCartFrontEnd/resources/images/chromo.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:48 +0530] "GET /ShopingCartFrontEnd/resources/images/images3.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 9960
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:49 +0530] "GET /ShopingCartFrontEnd/resources/images/Lospennato1.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 1129388
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:49 +0530] "GET /ShopingCartFrontEnd/resources/images/Sign.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 4292
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:49 +0530] "GET /ShopingCartFrontEnd/resources/images/th.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 130050
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:49 +0530] "GET /ShopingCartFrontEnd/resources/images/a.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 4095
0:0:0:0:0:0:0:1 - - [07/Jul/2016:09:50:49 +0530] "GET /ShopingCartFrontEnd/resources/images/pnr.jpg;jsessionid=CB7602174CB9C68F4E5C3BF77E3BFD3D HTTP/1.1" 200 60518
