127.0.0.1 - - [12/Jul/2016:12:35:55 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:02 +0530] "GET /ShopingCartFrontEnd/ HTTP/1.1" 200 14114
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:03 +0530] "GET /ShopingCartFrontEnd/resources/images/backround.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:03 +0530] "GET /ShopingCartFrontEnd/resources/images/background2.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:03 +0530] "GET /ShopingCartFrontEnd/resources/images/logo4.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 7882
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:03 +0530] "GET /ShopingCartFrontEnd/resources/images/vector.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 148762
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:03 +0530] "GET /ShopingCartFrontEnd/resources/images/chromo.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/images3.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 9960
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/Sign.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 4292
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/Lospennato1.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 1129388
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/a.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 4095
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/th.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 130050
0:0:0:0:0:0:0:1 - - [12/Jul/2016:12:36:04 +0530] "GET /ShopingCartFrontEnd/resources/images/pnr.jpg;jsessionid=4DD36F507269868C093E66A9055C4580 HTTP/1.1" 200 60518
